20557542,Money Market and Short Term,0,0,100
20557542,Non-Traditional Income,0,100,100
20557542,Fiera Diversified Lending,0,100,100
41112840,Portfolio,100,100,100
41112840,Others,100,100,100
41112840,Fiera Capital Balanced,0,100,100
78000068,Portfolio,100,100,100
78000068,Traditional Income,30,45,70
78000068,Money Market and Short Term,0,5,30
78000068,Canadian Bonds,30,40,70
78000068,Traditional Capital Appreciation,30,55,70
78000068,Canadian Equities,30,40,60
78000068,US Equities,0,10,20
78000068,Global Equities,0,5,20
ALEXMRG,Portfolio,100,100,100
ALEXMRG,Traditional Income,30,55,80
ALEXMRG,Money Market and Short Term,0,10,30
ALEXMRG,Canadian Bonds,30,45,60
ALEXMRG,Traditional Capital Appreciation,20,45,70
ALEXMRG,Canadian Equities,20,30,40
ALEXMRG,US Equities,0,10,30
ALEXMRG,International Equities ,0,5,30
ALEXMRG,Fiera Capital Global Equity,0,5,30
ALLANDM,Portfolio,100,100,100
ALLANDM,Traditional Income,10,30,60
ALLANDM,Money Market and Short Term,0,5,30
ALLANDM,Canadian Bonds,10,25,40
ALLANDM,Traditional Capital Appreciation,40,70,90
ALLANDM,Canadian Equities,20,40,60
ALLANDM,US Equities,10,20,30
ALLANDM,International Equities ,0.1,10,30
ALLANS,Portfolio,100,100,100
ALLANS,Traditional Income,10,30,70
ALLANS,Money Market and Short Term,0,5,30
ALLANS,Canadian Bonds,10,25,40
ALLANS,Traditional Capital Appreciation,30,70,90
ALLANS,Canadian Equities,20,40,60
ALLANS,US Equities,10,20,30
ALLANS,International Equities ,0,10,20
ALLANSEG,Portfolio,100,100,100
ALLANSEG,Traditional Income,10,30,70
ALLANSEG,Money Market and Short Term,0,5,30
ALLANSEG,Canadian Bonds,10,25,40
ALLANSEG,Traditional Capital Appreciation,30,70,90
ALLANSEG,Canadian Equities,20,40,60
ALLANSEG,International Equities ,0,10,20
ALLANSEG,US Equities,10,20,30
Angel,Portfolio,100,100,100
Angel,Traditional Income,0,10,40
Angel,Money Market and Short Term,0,0,40
Angel,Canadian Bonds,0,10,20
Angel,Non-Traditional Income,0,10,20
Angel,Fiera Diversified Lending,0,5,20
Angel,Fiera Multi-Strategy Income,0,5,10
Angel,Fiera Infrastructure,0,0,10
Angel,Traditional Capital Appreciation,60,80,100
Angel,Canadian Equities,55,65,90
Angel,International Equities ,5,15,20
BakerMcLeanFee,Portfolio,100,100,100
BakerMcLeanFee,Traditional Income,20,40,65
BakerMcLeanFee,Money Market and Short Term,0,5,15
BakerMcLeanFee,Canadian Bonds,20,35,50
BakerMcLeanFee,Traditional Capital Appreciation,5,60,100
BakerMcLeanFee,Canadian Equities,5,40,80
BakerMcLeanFee,International Equities ,0,20,40
Bartlett,Portfolio,100,100,100
Bartlett,Traditional Income,20,30,60
Bartlett,Money Market and Short Term,0,0,10
Bartlett,Canadian Bonds,20,30,50
Bartlett,Traditional Capital Appreciation,40,70,80
Bartlett,Canadian Equities,30,45,60
Bartlett,International Equities ,10,25,40
Bartlett,Fiera Capital Global Equity,10,25,40
BATTMRG,Portfolio,100,100,100
BATTMRG,Traditional Income,20,40,60
BATTMRG,Money Market and Short Term,0,5,10
BATTMRG,Canadian Bonds,20,35,50
BATTMRG,Non-Traditional Income,0,0,25
BATTMRG,Fiera Diversified Lending,0,0,10
BATTMRG,Fiera Multi-Strategy Income,0,0,15
BATTMRG,Fiera Infrastructure,0,0,10
BATTMRG,Traditional Capital Appreciation,40,60,80
BATTMRG,Canadian Equities,30,45,60
BATTMRG,Global Equities,10,15,30
BENSMERG,Portfolio,100,100,100
BENSMERG,Traditional Income,10,15,40
BENSMERG,Money Market and Short Term,0,0,20
BENSMERG,Canadian Bonds,10,15,30
BENSMERG,Non-Traditional Income,0,15,30
BENSMERG,Fiera Diversified Lending,0,5,10
BENSMERG,Non-Traditional Capital Appreciation,0,10,25
BENSMERG,Fiera North American Market Neutral,0,10,20
BENSMERG,Fiera Global Macro,0,0,10
BENSMERG,Fiera Multi-Strategy Income,0,10,20
BENSMERG,Fiera Infrastructure,0,0,10
BENSMERG,Traditional Capital Appreciation,40,60,70
BENSMERG,Canadian Equities,30,40,55
BENSMERG,US Equities,10,15,30
BENSMERG,International Equities ,0,5,15
BENSPAT,Portfolio,100,100,100
BENSPAT,Traditional Income,0,0,20
BENSPAT,Money Market and Short Term,0,0,20
BENSPAT,Non-Traditional Income,0,0,25
BENSPAT,Fiera Diversified Lending,0,0,10
BENSPAT,Fiera Multi-Strategy Income,0,0,15
BENSPAT,Fiera Capital Global Equity,5,15,40
BENSPAT,Fiera Multi-Strategy,0,0,10
BENSPAT,Fiera Absolute Bond Yield,0,0,10
BENSPAT,Fiera Global Macro,0,0,10
BENSPAT,Others,0,20,40
BENSPAT,Fiera Capital Balanced,0,20,40
BENSPAT,International Equities ,5,15,40
BENSPAT,Fiera Infrastructure,0,0,10
BENSPAT,Traditional Capital Appreciation,45,80,100
BENSPAT,Canadian Equities,40,65,80
BENSPAT,Non-Traditional Capital Appreciation,0,0,30
BENSPAT,Fiera North American Market Neutral,0,0,10
BENSPAT,Fiera Long Short Equity,0,0,10
Bernstein,Portfolio,100,100,100
Bernstein,Traditional Income,0,0,10
Bernstein,Money Market and Short Term,0,0,10
Bernstein,Traditional Capital Appreciation,45,66,80
Bernstein,Canadian Equities,35,48,60
Bernstein,Non-Traditional Income,20,34,50
Bernstein,Fiera Multi-Strategy Income,20,34,50
Bernstein,Global Equities,10,18,35
BernsteinBITF,Portfolio,100,100,100
BernsteinBITF,Traditional Income,0,0,100
BernsteinBITF,Money Market and Short Term,0,0,100
BernsteinBITF,Non-Traditional Income,0,0,100
BernsteinBITF,Fiera Multi-Strategy Income,0,0,100
BernsteinBITF,Traditional Capital Appreciation,0,100,100
BernsteinBITF,Canadian Equities,0,100,100
BernsteinBITF,Global Equities,0,0,100
BERNSTEINR,Portfolio,100,100,100
BERNSTEINR,Traditional Income,0,0,50
BERNSTEINR,Money Market and Short Term,0,0,50
BERNSTEINR,Non-Traditional Income,0,10,100
BERNSTEINR,Fiera Multi-Strategy Income,0,10,100
BERNSTEINR,Traditional Capital Appreciation,0,90,100
BERNSTEINR,Canadian Equities,0,35,100
BERNSTEINR,Global Equities,0,55,100
BRADMRG,Portfolio,100,100,100
BRADMRG,Traditional Income,10,25,55
BRADMRG,Money Market and Short Term,0,0,20
BRADMRG,Canadian Bonds,10,25,35
BRADMRG,Non-Traditional Income,0,0,25
BRADMRG,Traditional Capital Appreciation,45,75,90
BRADMRG,Non-Traditional Capital Appreciation,0,0,30
BRADMRG,Fiera Long Short Equity,0,0,10
BRADMRG,Fiera Multi-Strategy,0,0,10
BRADMRG,Fiera Absolute Bond Yield,0,0,10
BRADMRG,Fiera Global Macro,0,0,10
BRADMRG,Fiera North American Market Neutral,0,0,10
BRADMRG,Canadian Equities,25,35,60
BRADMRG,US Equities,15,25,40
BRADMRG,International Equities ,5,15,40
BRADMRG,Fiera Diversified Lending,0,0,10
BRADMRG,Fiera Multi-Strategy Income,0,0,15
BRADMRG,Fiera Infrastructure,0,0,10
BREAKMRG,Portfolio,100,100,100
BREAKMRG,Traditional Income,30,40,80
BREAKMRG,Money Market and Short Term,0,5,30
BREAKMRG,Canadian Bonds,30,35,50
BREAKMRG,Traditional Capital Appreciation,30,60,80
BREAKMRG,Canadian Equities,30,50,60
BREAKMRG,US Equities,0,10,20
BREAKMRG,International Equities ,0,0,0
BRIDGESTREET,Portfolio,100,100,100
BRIDGESTREET,Others,0,100,100
BRIDGESTREET,Fiera Balanced,0,100,100
BurtonCh,Portfolio,100,100,100
BurtonCh,Traditional Income,0,10,40
BurtonCh,Money Market and Short Term,0,0,20
BurtonCh,Canadian Bonds,0,10,20
BurtonCh,Non-Traditional Income,0,0,40
BurtonCh,Fiera Diversified Lending,0,0,10
BurtonCh,Fiera Long Short Equity,0,0,10
BurtonCh,Fiera Multi-Strategy,0,0,10
BurtonCh,Fiera Absolute Bond Yield,0,0,10
BurtonCh,Fiera Global Macro,0,0,10
BurtonCh,International Equities ,5,15,30
BurtonCh,Fiera Multi-Strategy Income,0,0,15
BurtonCh,Fiera Infrastructure,0,0,10
BurtonCh,Traditional Capital Appreciation,60,90,100
BurtonCh,Canadian Equities,55,75,100
BurtonCh,Non-Traditional Capital Appreciation,0,0,30
BurtonCh,Fiera North American Market Neutral,0,0,10
CALLANJ2,Portfolio,100,100,100
CALLANJ2,Traditional Income,40,55,90
CALLANJ2,Money Market and Short Term,0,5,20
CALLANJ2,Canadian Bonds,40,50,70
CALLANJ2,Traditional Capital Appreciation,10,45,60
CALLANJ2,Canadian Equities,10,35,45
CALLANJ2,US Equities,0,5,20
CALLANJ2,International Equities ,0,5,20
CALLANS,Portfolio,100,100,100
CALLANS,Traditional Income,40,55,90
CALLANS,Money Market and Short Term,0,5,20
CALLANS,Canadian Bonds,40,50,70
CALLANS,Traditional Capital Appreciation,10,45,60
CALLANS,Canadian Equities,10,35,45
CALLANS,US Equities,0,5,20
CALLANS,International Equities ,0,5,20
CLADMRG,Portfolio,100,100,100
CLADMRG,Traditional Income,30,50,70
CLADMRG,Money Market and Short Term,0,0,20
CLADMRG,Canadian Bonds,30,50,70
CLADMRG,Non-Traditional Income,0,0,25
CLADMRG,Fiera Diversified Lending,0,0,10
CLADMRG,Non-Traditional Capital Appreciation,0,0,30
CLADMRG,Fiera North American Market Neutral,0,0,10
CLADMRG,Fiera Long Short Equity,0,0,10
CLADMRG,Fiera Multi-Strategy,0,0,10
CLADMRG,Fiera Absolute Bond Yield,0,0,10
CLADMRG,Fiera Global Macro,0,0,10
CLADMRG,Fiera Multi-Strategy Income,0,0,15
CLADMRG,Fiera Infrastructure,0,0,10
CLADMRG,Traditional Capital Appreciation,30,50,70
CLADMRG,Canadian Equities,20,30,40
CLADMRG,US Equities,5,10,20
CLADMRG,International Equities ,5,10,20
CLAMRG,Portfolio,100,100,100
CLAMRG,Traditional Income,30,40,60
CLAMRG,Money Market and Short Term,0,0,20
CLAMRG,Canadian Bonds,30,40,60
CLAMRG,Traditional Capital Appreciation,40,60,70
CLAMRG,Canadian Equities,25,35,50
CLAMRG,US Equities,10,15,25
CLAMRG,International Equities ,5,10,15
Clifford,Portfolio,100,100,100
Clifford,Traditional Income,20,40,60
Clifford,Money Market and Short Term,0,5,10
Clifford,Canadian Bonds,20,35,50
Clifford,Non-Traditional Income,0,0,25
Clifford,Fiera Diversified Lending,0,0,10
Clifford,Fiera Long Short Equity,0,0,10
Clifford,Fiera Multi-Strategy,0,0,10
Clifford,Fiera Absolute Bond Yield,0,0,10
Clifford,Fiera Global Macro,0,0,10
Clifford,International Equities ,0,10,30
Clifford,Fiera Multi-Strategy Income,0,0,15
Clifford,Fiera Infrastructure,0,0,10
Clifford,Traditional Capital Appreciation,40,60,80
Clifford,Canadian Equities,40,50,60
Clifford,Non-Traditional Capital Appreciation,0,0,30
Clifford,Fiera North American Market Neutral,0,0,10
CONCONI,Portfolio,100,100,100
CONCONI,Traditional Income,0,0,20
CONCONI,Money Market and Short Term,0,0,20
CONCONI,Traditional Capital Appreciation,50,66,75
CONCONI,US Equities,25,33,40
CONCONI,International Equities ,25,33,40
CONCONI,Non-Traditional Capital Appreciation,25,34,40
CONCONI,Fiera North American Market Neutral,25,34,40
ConnerM,Portfolio,100,100,100
ConnerM,Traditional Income,30,45,100
ConnerM,Money Market and Short Term,0,5,30
ConnerM,Canadian Bonds,30,40,70
ConnerM,Traditional Capital Appreciation,30,55,70
ConnerM,Canadian Equities,11,22,42
ConnerM,US Equities,11,22,42
ConnerM,International Equities ,0,11,21
COOPERMRG,Portfolio,100,100,100
COOPERMRG,Traditional Income,20,40,80
COOPERMRG,Money Market and Short Term,0,0,20
COOPERMRG,Canadian Bonds,20,40,60
COOPERMRG,Non-Traditional Income,0,0,10
COOPERMRG,Fiera Infrastructure,0,0,10
COOPERMRG,Traditional Capital Appreciation,25,60,70
COOPERMRG,Canadian Equities,25,40,60
COOPERMRG,US Equities,0,10,20
COOPERMRG,International Equities ,0,10,20
COOPERMRG,Non-Traditional Capital Appreciation,0,0,0
COOPERMRG,Fiera North American Market Neutral,0,0,20
COUNMRG,Portfolio,100,100,100
COUNMRG,Traditional Income,17.5,35,60
COUNMRG,Money Market and Short Term,5,10,45
COUNMRG,Canadian Bonds,12.5,25,55
COUNMRG,Traditional Capital Appreciation,25,45,65
COUNMRG,Canadian Equities,12.5,22.5,50
COUNMRG,Non-Traditional Income,15,20,40
COUNMRG,Fiera Multi-Strategy Income,15,20,40
COUNMRG,Global Equities,12.5,22.5,50
CROUSES,Portfolio,100,100,100
CROUSES,Traditional Income,20,40,70
CROUSES,Money Market and Short Term,0,5,30
CROUSES,Canadian Bonds,20,35,50
CROUSES,Traditional Capital Appreciation,30,60,80
CROUSES,Canadian Equities,30,40,50
CROUSES,US Equities,0,10,20
CROUSES,Global Equities,0,10,20
DanielFee,Portfolio,100,100,100
DanielFee,Traditional Income,0,10,30
DanielFee,Money Market and Short Term,0,5,10
DanielFee,Canadian Bonds,0,5,20
DanielFee,Traditional Capital Appreciation,40,90,100
DanielFee,Canadian Equities,40,75,100
DanielFee,International Equities ,0,15,30
DavisCorp,Portfolio,100,100,100
DavisCorp,Traditional Income,10,20,30
DavisCorp,Canadian Bonds,10,20,30
DavisCorp,Non-Traditional Income,10,20,30
DavisCorp,Fiera Multi-Strategy Income,10,20,30
DavisCorp,Traditional Capital Appreciation,35,45,55
DavisCorp,Canadian Equities,20,25,30
DavisCorp,Non-Traditional Capital Appreciation,10,15,20
DavisCorp,Fiera Multi-Strategy,10,15,20
DavisCorp,Global Equities,15,20,25
DekkerM,Portfolio,100,100,100
DekkerM,Traditional Income,10,50,90
DekkerM,Money Market and Short Term,10,50,90
DekkerM,Canadian Bonds,0,0,65
DekkerM,Non-Traditional Income,0,0,25
DekkerM,Fiera Diversified Lending,0,0,10
DekkerM,Fiera North American Market Neutral,0,0,10
DekkerM,Fiera Long Short Equity,0,0,10
DekkerM,Fiera Multi-Strategy,0,0,10
DekkerM,Fiera Absolute Bond Yield,0,0,10
DekkerM,Fiera Global Macro,0,0,10
DekkerM,Fiera Multi-Strategy Income,0,0,15
DekkerM,Fiera Infrastructure,0,0,10
DekkerM,Traditional Capital Appreciation,10,50,90
DekkerM,Canadian Equities,10,50,90
DekkerM,Global Equities,0,0,40
DekkerM,Non-Traditional Capital Appreciation,0,0,30
DELAMERG,Portfolio,100,100,100
DELAMERG,Traditional Income,5,10,40
DELAMERG,Money Market and Short Term,0,0,15
DELAMERG,Traditional Capital Appreciation,35,45,55
DELAMERG,Non-Traditional Income,15,35,55
DELAMERG,Fiera Multi-Strategy Income,15,25,35
DELAMERG,Fiera North American Market Neutral,0,5,10
DELAMERG,Fiera Real Estate,0,5,10
DELAMERG,Fiera Diversified Lending,0,5,10
DELAMERG,Canadian Equities,15,25,40
DELAMERG,Canadian Bonds,5,10,25
DELAMERG,US Equities,5,10,20
DELAMERG,International Equities ,5,10,20
DELAMERG,Non-Traditional Capital Appreciation,0,10,17.5
DELAMERG,Fiera Multi-Strategy,0,5,7.5
Denton,Portfolio,100,100,100
Denton,Traditional Income,20,40,60
Denton,Money Market and Short Term,0,5,10
Denton,Canadian Bonds,20,35,50
Denton,Non-Traditional Income,0,0,25
Denton,Fiera Diversified Lending,0,0,10
Denton,Fiera Long Short Equity,0,0,10
Denton,Fiera Multi-Strategy,0,0,10
Denton,Fiera Absolute Bond Yield,0,0,10
Denton,Fiera Global Macro,0,0,10
Denton,International Equities ,15,20,30
Denton,Fiera Multi-Strategy Income,0,0,15
Denton,Fiera Infrastructure,0,0,10
Denton,Traditional Capital Appreciation,40,60,80
Denton,Canadian Equities,25,40,70
Denton,Non-Traditional Capital Appreciation,0,0,30
Denton,Fiera North American Market Neutral,0,0,10
DONOMRG - Close,Portfolio,100,100,100
Dunn,Portfolio,100,100,100
Dunn,Traditional Income,30,45,100
Dunn,Money Market and Short Term,0,5,30
Dunn,Canadian Bonds,30,40,70
Dunn,Traditional Capital Appreciation,30,55,70
Dunn,Canadian Equities,11,22,42
Dunn,US Equities,11,22,42
Dunn,International Equities ,0,11,21
EvansAnne,Portfolio,100,100,100
EvansAnne,Traditional Income,40,70,100
EvansAnne,Money Market and Short Term,0,5,20
EvansAnne,Canadian Bonds,40,65,80
EvansAnne,Traditional Capital Appreciation,10,30,60
EvansAnne,Canadian Equities,5,20,40
EvansAnne,International Equities ,5,10,20
F200,Money Market and Short Term,0,1,100
F200,Traditional Income,0,1,100
F200,Non-Traditional Income,0,79,100
F200,Fiera Diversified Lending,0,79,100
F200,Portfolio,100,100,100
F200,Others,0,20,100
F200,Fiera Diversified Balanced,0,20,100
F241,Money Market and Short Term,0,0,30
F241,Canadian Bonds,15,30,50
F241,Canadian Equities,10,20,40
F241,Traditional Income,15,30,60
F241,Non-Traditional Income,0,20,60
F241,Traditional Capital Appreciation,10,20,50
F241,Non-Traditional Capital Appreciation,0,30,45
F241,Fiera North American Market Neutral,0,20,35
F241,Fiera Multi-Strategy Income,0,20,50
F241,Portfolio,100,100,100
F241,Global Equities,0,0,40
F241,Fiera Long Short Equity,0,10,15
FINCHS,Portfolio,100,100,100
FINCHS,Traditional Income,30,45,70
FINCHS,Money Market and Short Term,0,5,30
FINCHS,Canadian Bonds,30,40,70
FINCHS,Traditional Capital Appreciation,30,55,70
FINCHS,Canadian Equities,20,35,50
FINCHS,US Equities,0,10,20
FINCHS,International Equities ,0,10,20
FINCHS,Global Equities,0,0,20
FittingP,Portfolio,100,100,100
FittingP,Traditional Income,0,0,20
FittingP,Money Market and Short Term,0,0,20
FittingP,Non-Traditional Income,15,30,40
FittingP,Fiera Multi-Strategy Income,15,30,40
FittingP,Traditional Capital Appreciation,40,60,80
FittingP,Canadian Equities,35,45,55
FittingP,Global Equities,5,15,25
FittingP,Non-Traditional Capital Appreciation,0,10,15
FittingP,Fiera North American Market Neutral,0,10,15
FITZMMRG,Portfolio,100,100,100
FITZMMRG,Traditional Income,30,40,50
FITZMMRG,Money Market and Short Term,0,0,15
FITZMMRG,Canadian Bonds,30,40,50
FITZMMRG,Traditional Capital Appreciation,50,60,70
FITZMMRG,Canadian Equities,15,25,35
FITZMMRG,Global Equities,25,35,45
FITZMNC,Portfolio,100,100,100
FITZMNC,Traditional Income,30,50,70
FITZMNC,Money Market and Short Term,0,0,25
FITZMNC,Canadian Bonds,30,50,70
FITZMNC,Non-Traditional Income,0,10,25
FITZMNC,Fiera Diversified Lending,0,0,10
FITZMNC,Fiera Fixed Income & Currency Arbitrage,0,0,10
FITZMNC,Fiera Long Short Equity,0,0,10
FITZMNC,Fiera Multi-Strategy,0,0,10
FITZMNC,Fiera Absolute Bond Yield,0,0,10
FITZMNC,Fiera Global Macro,0,0,10
FITZMNC,Global Equities,7.5,15,25
FITZMNC,International Equities ,5,10,25
FITZMNC,Fiera Multi-Strategy Income,0,10,15
FITZMNC,Fiera Infrastructure,0,0,10
FITZMNC,Traditional Capital Appreciation,20,40,70
FITZMNC,Canadian Equities,7.5,15,25
FITZMNC,Non-Traditional Capital Appreciation,0,0,30
FITZMNC,Fiera North American Market Neutral,0,0,10
Foster,Portfolio,100,100,100
Foster,Traditional Income,0,0,20
Foster,Money Market and Short Term,0,0,20
Foster,Non-Traditional Income,25,35,45
Foster,Fiera Multi-Strategy Income,25,35,45
Foster,Traditional Capital Appreciation,40,55,70
Foster,Canadian Equities,20,25,30
Foster,Global Equities,20,30,40
Foster,Non-Traditional Capital Appreciation,5,10,15
Foster,Fiera North American Market Neutral,5,10,15
GELMRG,Portfolio,100,100,100
GELMRG,Traditional Income,0,0,50
GELMRG,Money Market and Short Term,0,0,30
GELMRG,Canadian Bonds,0,0,30
GELMRG,Non-Traditional Income,0,20,25
GELMRG,Fiera Diversified Lending,0,10,20
GELMRG,Non-Traditional Capital Appreciation,0,0,30
GELMRG,Fiera North American Market Neutral,0,0,15
GELMRG,Fiera Long Short Equity,0,0,10
GELMRG,Fiera Multi-Strategy,0,0,10
GELMRG,Fiera Absolute Bond Yield,0,0,10
GELMRG,Fiera Global Macro,0,0,10
GELMRG,Fiera Multi-Strategy Income,0,10,20
GELMRG,Fiera Infrastructure,0,0,10
GELMRG,Traditional Capital Appreciation,50,80,100
GELMRG,Canadian Equities,15,25,50
GELMRG,US Equities,20,30,40
GELMRG,International Equities ,15,25,40
gels,Portfolio,100,100,100
gels,Traditional Income,15,40,70
gels,Money Market and Short Term,0,0,20
gels,Canadian Bonds,15,40,65
gels,Non-Traditional Income,0,0,25
gels,Fiera Diversified Lending,0,0,10
gels,Global Equities,0,0,45
gels,Non-Traditional Capital Appreciation,0,0,30
gels,Fiera North American Market Neutral,0,0,10
gels,Fiera Long Short Equity,0,0,10
gels,Fiera Multi-Strategy,0,0,10
gels,Fiera Absolute Bond Yield,0,0,10
gels,Fiera Global Macro,0,0,10
gels,Fiera Multi-Strategy Income,0,0,15
gels,Fiera Infrastructure,0,0,10
gels,Traditional Capital Appreciation,30,60,85
gels,Canadian Equities,15,30,45
gels,US Equities,0,15,25
gels,International Equities ,0,15,25
GRANDMRG-CLOSE,Portfolio,100,100,100
GRANDMRG-CLOSE,Traditional Income,10,40,75
GRANDMRG-CLOSE,Money Market and Short Term,0,5,15
GRANDMRG-CLOSE,Canadian Bonds,10,35,60
GRANDMRG-CLOSE,Traditional Capital Appreciation,55,60,100
GRANDMRG-CLOSE,Canadian Equities,35,35,70
GRANDMRG-CLOSE,US Equities,20,25,40
GrantG,Portfolio,100,100,100
GrantG,Traditional Income,5,10,35
GrantG,Money Market and Short Term,0,0,20
GrantG,Canadian Bonds,5,10,15
GrantG,Traditional Capital Appreciation,25,40,60
GrantG,Canadian Equities,0,22.5,30
GrantG,Global Equities,0,17.5,30
GrantG,Others,30,50,70
GrantG,Fiera Diversified Balanced,30,50,70
GrantRos,Portfolio,100,100,100
GrantRos,Traditional Income,20,30,50
GrantRos,Money Market and Short Term,0,0,10
GrantRos,Canadian Bonds,20,30,40
GrantRos,Traditional Capital Appreciation,30,70,100
GrantRos,Canadian Equities,20,50,80
GrantRos,International Equities ,10,20,30
HamlinDS,Portfolio,100,100,100
HamlinDS,Traditional Income,10,25,35
HamlinDS,Money Market and Short Term,0,0,10
HamlinDS,Canadian Bonds,10,25,35
HamlinDS,Non-Traditional Income,0,25,55
HamlinDS,Fiera Diversified Lending,0,7.5,15
HamlinDS,Global Equities,0,20,30
HamlinDS,Non-Traditional Capital Appreciation,0,5,20
HamlinDS,Fiera Multi-Strategy,0,5,20
HamlinDS,Fiera Multi-Strategy Income,0,5,15
HamlinDS,Fiera Infrastructure,0,7.5,15
HamlinDS,Fiera Real Estate,0,5,15
HamlinDS,Traditional Capital Appreciation,20,45,50
HamlinDS,Canadian Equities,15,25,30
HamlinDS,US Equities,0,0,15
HamlinR,Portfolio,100,100,100
HamlinR,Traditional Income,0,10,20
HamlinR,Money Market and Short Term,0,10,20
HamlinR,Traditional Capital Appreciation,80,90,100
HamlinR,Canadian Equities,80,90,100
Hampvest,Portfolio,100,100,100
Hampvest,Traditional Income,20,40,60
Hampvest,Money Market and Short Term,0,5,10
Hampvest,Canadian Bonds,20,35,50
Hampvest,Traditional Capital Appreciation,20,60,100
Hampvest,Canadian Equities,20,45,70
Hampvest,International Equities ,0,15,30
HARKDUR,Portfolio,100,100,100
HARKDUR,Traditional Income,30,50,80
HARKDUR,Money Market and Short Term,0,5,20
HARKDUR,Canadian Bonds,30,45,60
HARKDUR,Traditional Capital Appreciation,30,50,70
HARKDUR,Canadian Equities,30,40,60
HARKDUR,US Equities,0,10,10
Hartog-FEE,Portfolio,100,100,100
Hartog-FEE,Traditional Income,50,75,100
Hartog-FEE,Money Market and Short Term,0,5,50
Hartog-FEE,Canadian Bonds,50,70,100
Hartog-FEE,Traditional Capital Appreciation,0,25,60
HIRTZMRG,Portfolio,100,100,100
HIRTZMRG,Traditional Income,100,100,100
HIRTZMRG,Money Market and Short Term,0,100,100
HIRTZMRG,Cash,0,100,100
Hodgkinson,Portfolio,100,100,100
Hodgkinson,Traditional Income,20,35,51
Hodgkinson,Money Market and Short Term,0,0,1
Hodgkinson,Canadian Bonds,20,35,50
Hodgkinson,Traditional Capital Appreciation,25,65,100
Hodgkinson,Canadian Equities,25,50,75
Hodgkinson,International Equities ,0,15,30
HoltyreInvest,Portfolio,100,100,100
HoltyreInvest,Traditional Capital Appreciation,100,100,100
HoltyreInvest,Canadian Equities,100,100,100
HoltyreInvest,Fiera Capital Core Canadian Equity,100,100,100
HOMEMRG,Portfolio,100,100,100
HOMEMRG,Traditional Income,0,15,70
HOMEMRG,Money Market and Short Term,0,0,30
HOMEMRG,Canadian Bonds,0,15,40
HOMEMRG,Traditional Capital Appreciation,30,70,100
HOMEMRG,Canadian Equities,20,40,80
HOMEMRG,Non-Traditional Capital Appreciation,0,0,30
HOMEMRG,Fiera North American Market Neutral,0,0,10
HOMEMRG,Fiera Long Short Equity,0,0,10
HOMEMRG,Fiera Multi-Strategy,0,0,10
HOMEMRG,Fiera Absolute Bond Yield,0,0,10
HOMEMRG,Fiera Global Macro,0,0,10
HOMEMRG,US Equities,5,20,50
HOMEMRG,International Equities ,5,10,20
